,review_body,stars,language,translated_review
496,"los paraguas no se corresponden con los del dibujo, uno viene con funda para colgar y el otro no.pero no los devuelvo porque es un regalo que tengo inmediato",2,es,"The umbrellas do not correspond to those of the drawing, one comes with a cover to hang and the other no. But I do not return them because it is a gift that I have immediate"
497,"Me gusta el doble compartimento, Me hubiera gustado algo mas de capacidad.",4,es,"I like the double compartment, I would have liked something more capacity."
498,"Vienen 4 piezas. El bolso grande, el mediano, el de mano y el tarjetero. El bolso grande, tiene tres compartimientos, el del medio con cremallera; además cuenta con un bolsillo oculto con cremallera y dos pequeños para tarjetas. Es ideal para el día a día, cabe lo indispensable. El bolso mediano se parece más a un neceser pero también válido como bolso. En el de mano te cabe el móvil pero no una gran cartera, eso sí, un cierre peculiar pero bonito y útil. El tarjetero, está por demás, no me ha convencido. En general, por este precio, buena calidad.",4,es,"4 pieces come.The big bag, the median, the hand and the cardholder.The big bag has three compartments, the one with the zipper;It also has a hidden pocket with zipper and two small for cards.It is ideal for day to day, the indispensable one fits.The medium bag is more like a bag but also valid as a bag.In the hand you have your mobile but not a great wallet, yes, a peculiar but beautiful and useful closure.The cardero is not for others, he has not convinced me.In general, for this price, good quality."
499,Las correas fallan en el cierre pues se abren solas. En lo demás bien,2,es,The straps fail to close because they open alone.Otherwise well
500,"Lo que más el tamaño y lo práctico que es. Lo que menos, no sabría que decir.",5,es,"What most size and practical it is.The least, I wouldn't know what to say."
501,Estupendo para los más peques. Buena calidad y seguro,5,es,Great for the little ones.Good quality and safe
502,"Soy de talla grande de pantalones, he pedido los XL y aunque quedan bien si se sienten un pelin apretados. No los recomendaría a alguien generalmente grande pero de resto son correctos.",4,es,"I am of great pants, I have asked for the XL and although they look good if they feel a tight pelin.I would not recommend them to someone generally big but the rest are correct."
503,"El reloj es bonito,algo pesado para llevar en la muñeca,no me ha gustado nada que las instrucciones para configurarlo vienen solo en ingles y es algo complicado en mi caso, pero en general el reloj funciona bien y cumple con las expectativas calidad precio.",3,es,"The clock is beautiful, something heavy to carry on the wrist, I did not like anything that the instructions to configure it come alone in English and it is something complicated in my case, but in general the clock works well and meets the expectations quality price."
504,Creo que hay otras marcas con calidad similares y mas baratas. No volveria a comprar,3,es,I think there are other brands with similar and cheaper quality.I would not buy again
505,Horrible los discos hacen daño irritan la piel demasiado es como una lija para pintura,1,es,Horrible discs harm the skin too much is like a paint sandpaper
506,Perfecta me encanto se queda puesta súper bien la recomiendo 100% gracias e vuelto a pedir dos mas !,5,es,"I love it, I look good, I recommend it 100% thanks and requested two more!"
507,"Los servidores sencillamente no dan a basto. Se cae constantemente, incluso lagazos uno detrás de otro (mi conexión a internet funciona perfectamente). Un completo despropósito. El envío fue correcto y llegó bien envuelto, pero es que no se puede jugar.",1,es,"The servers simply do not give rise.It falls constantly, even lagazos one behind the other (my internet connection works perfectly).A complete nonsense.The shipment was correct and it came well wrapped, but it cannot be played."
508,"Bikini bonito. Cola de sirena incómoda, difícil de poner y se sale de los pies, no lo recomiendo.",2,es,"Nice bikini.Uncomfortable siren tail, difficult to put and gets out of the feet, I do not recommend it."
509,"Considero que esta ha sido muy buena compra, lo uso a diario como reloj para la hora, y menos para deporte, sólo un par o tres veces por semana, para medir caminatas de las que controlo la distancia, los ritmos, consumo de calorías, franjas de ritmo, etc. Controlo a diario los tiempos de sueño, y me encanta la franja con la que marca la actividad diaria que se ha realizado, es algo que te motiva a moverte. Me gustaría comprar una cinta de pecho para hacer un seguimiento de las frecuencias cardíacas durante el ejercicio, creo que es mejor comprar el kit que trae la cinta.",4,es,"I consider that this has been very good purchase, I use it daily as a clock for the time, and less for sport, only a couple or three times a week, to measure walks from which I control the distance, the rhythms, calorie consumption,Rhythm stripes, etc.I control the sleep times daily, and I love the strip with which it marks the daily activity that has been done, it is something that motivates you to move.I would like to buy a chest tape to track heart frequencies during exercise, I think it is better to buy the kit that the tape brings."
510,"Le ha gustado mucho a mi marido, era un regalo por nuestro aniversario y está muy contento ☺ por su color, le queda muy ajustado.",4,es,"My husband has liked it a lot, it was a gift for our anniversary and it is very happy ☺ for its color, it is very tight."
511,"Encajan muy bien en las válvulas, al caso que con el paso del tiempo le van saltado la pintura y quedan de un color bronce bastante feo.",4,es,"They fit very well in the valves, to the case that over time the paint is skipped and they remain of a rather ugly bronze color."
512,No vi bien el producto. Pensé q eran 3 piezas separadas y es solo 1. Algo pequeño,3,es,I didn't see the product well.I thought they were 3 separate pieces and it's just 1. something small
513,Deja desprotegida la parte de arriba. No sé si he tenido mala suerte o es error de diseño.,1,es,Leave the top.I don't know if I have had bad luck or it is a design error.
514,"Los colores y sus dibujos son fabulosos y la verdad son muy ligeros de peso para que los peques los puedan coger, lo único malo es que son pequeños.",3,es,"The colors and their drawings are fabulous and the truth are very light weight so that the kids can take them, the only bad thing is that they are small."
515,Nunca llegó. Después de haberlo pedido con más de una semana de margen no lo recibí. Así que no puedo decir nada,1,es,It never arrived.After requested with more than a week of margin I did not receive it.So I can't say anything
516,"La verdad es que esperaba más de esta autora habiendo leído sus anteriores libros. Aún así, es una novela ligera y para pasar un rato agradable. Eso sí, me voy a leer la segunda parte que curiosidad por saber cómo acaba la historia, tengo.",3,es,"The truth is that I expected more from this author having read her previous books.Even so, it is a light novel and to have a pleasant time.Of course, I'm going to read the second part that curiosity to know how the story ends, I have."
517,"Tardó un día más de lo previsto, pero nos solucionó la avería del lavavajillas",5,es,"It took one more day than expected, but we solved the dishwashing breakdown"
518,Lo usé para unas cajitas,4,es,I used it for some boxes
519,Si funciona bien pero no quitan nada el calor sólo mueven el aire caliente del interior del coche,3,es,If it works well but they do not remove the heat only move the hot air inside the car
520,"Es bastante cómodo de usar durante todo el año, pero hay que conseguir una garrafa que no se deforme para que no se derrame el agua",4,es,"He is quite comfortable to use throughout the year, but you have to get a carafe that does not deform so that the water does not spill"
521,"Aguanta bien el agua durante unas 8, 10 horas",5,es,"Endure water for about 8, 10 hours"
522,La textura es pico agradable y su olor tambien solo me la he puesto dos veces,1,es,The texture is a pleasant peak and its smell I have just put it twice
523,"Muy útil para separar, resistente a los golpes",4,es,"Very useful to separate, resistant to blows"
524,"Soy corredora habitual y son para mi unas zapatillas cómodas y con buen precio. Lo único que me ha sorprendido es que a penas me han durado 2 meses, pues en ambas punteras se me abrió un boquete, aún teniendo la suelas de la zapatillas poco desgastadas. Volví a comprarlas por el precio y repetí el tono salmón, porque eran las más rebajadas, es bonito el color pero se manchan fácilmente. Suelo hacer carreras de 10km cuatro veces a la semana. Creo que no volverè a repetir el modelo Patriot 9, aunque me gusta mucho Asics, deben de ser de las más básicas de running que tiene la marca.",2,es,"I am a regular broker and they are for me comfortable shoes and with a good price.The only thing that has surprised me is that I have last lasted 2 months, because in both pools a gap opened, even having the soles of the little worn shoes.I bought them again for the price and repeated the salmon tone, because they were the most lowered, the color is beautiful but they are easily stained.I usually make 10km races four times a week.I think I would not repeat the Patriot 9 model, although I really like Asics, they must be the most basic running that the brand has."
525,Relación calidad-precio inigualable!,5,es,Unique quality quality-price ratio!
526,"Un poco duro, algunos pliegues estaban juntos (no mantenían la distancia entre sí como el resto) Aún siendo la marca de origen (en la tapa del filtro original Ford pone Purflux), probablemente en el siguiente cambio utilice otro fabricante. En lo referente a dimensiones y cómo encaja todo perfecto.",3,es,"A little hard, some folds were together (they did not maintain the distance from each other like the rest) even if the origin mark (on the original filter cover Put Purfux), probably in the next change use another manufacturer.Regarding dimensions and how everything fits perfect."
527,"Genial, la utilizo para Jane muum y queda genial, se puede usar tanto en capazo como en grupo 0. Para ponerla el único pero es que con la goma de abajo se hace un pco complicado si lo haces solo, pero se apaña.",4,es,"Great, I use it for Jane Muum and it is great, it can be used both in capoz and in group 0. To put it the only one but it is that with the rubber below a complicated PCO is made if you do it alone, but it manages."
528,"Simplemente hermosa, no esta muy segura de pedirla estuve apunto de cancelar el pedido, por que tenía miedo que no llegase lo que quería, y ahora estoy encantada muero de amor ❤️",5,es,"Simply beautiful, she is not very sure of asking for it I was about to cancel the order, because I was afraid that what I wanted did not get, and now I am delighted I die of love ❤️"
529,"Por lo que se ve ,esta carcasa es una "" copia "" de una carcasa buena ,así que para poder descargar el software necesario para que funcione ,se lee el código QR ,pero éste reenvía a una página webb peligrosa ,que mi móvil me impide abrir y acceder .En resúmen , imposible instalarlo ,así que sólo sirve como caracasa normal para proteger ,pero el espejo de fecha y hora ..NO",1,es,"From what is seen, this housing is a ""copy"" of a good housing, so to be able to download the necessary software for it to work, the QR code is read, but it forwards to a dangerous webb page, which my mobile prevents meOpen and access .I"
530,"Cumple con el servicio, pero la durabilidad es bastante inferior",4,es,"It meets the service, but the durability is quite inferior"
531,No es tan enorme de tamaño como otros aunque para una muñeca pequeña tienes que cerrar la correa en el último agujero. Tenía muy buena pinta pero lamentablemente al salir a la calle no se ve nada la pantalla. Solo es apto para interiores.,4,es,"It is not as huge in size as others although for a small doll you have to close the belt on the last hole.I looked very good but unfortunately when the screen is seen, the screen is seen.It is only suitable for interiors."
532,"Es un molde de silicona que tiene un tamaño pequeño para hacer ositos de gominolas, la calidad parece buena y el producto vino en fecha y sin problemas.",4,es,"It is a silicone mold that has a small size to make jelly beefs, quality seems good and the product came on and without problems."
533,Fácil de montar y bien la relación calidad precio. Recomendable,4,es,Easy to assemble and well the value for money.Advisable
534,"Shisha doméstica, cumple con sus funciones, fácil de montar y gastar",4,es,"Shisha domestic, fulfills its functions, easy to mount and spend"
535,"En uno de los bolsillos exterior, la cremallera cuando cierro completamente ya no puedo bajar la cremallera, tengo que estar un buen rato hasta que coge otra vez para abrir el bolsillo",3,es,"In one of the outer pockets, the zipper when I close complete"
536,Mucho más sencillo de montar que las originales de ballesta. Comparando el barrido de estas aerotwin frente a las tradicionales de ballestas la limpieza es muy superior y el nivel de ruido muy reducido. Estaba buscando cómo poner al Yaris 2006 unas aerotwin porque en mi otro vehículo vienen de serie y no las encontraba hasta que di por casualidad con este artículo hace dos semanas. Hasta hoy no he podido montarlas y con los primeros usos ya están amortizadas.,5,es,Much simpler to ride than the originals of Ballesta.Comparing the sweeping of these Aerotwin compared to the traditional Ballestas The cleaning is much higher and the very small noise level.I was looking for how Yaris 2006 a Aerotwin because in my other vehicle they come standard and I did not find them until I gave by chance with this article two weeks ago.Until today I could not ride them and with the first uses they are already amortized.
537,Da error con el móvil... no encaja correctamente ... no me ha servido ... dinero tirado ....no lo recomiendo ...,1,es,Give mistake with the mobile ... it doesn't fit correctly ... it hasn't served me ... money lying .... I don't recommend it ...
538,"Son baratos, y dan bastante el apaño. Aunque a veces mi impresora tiene que limpiarse automáticamente con frecuencia.... No sé si será causa de la tinta. Pero es buena por ese precio.",3,es,"They are cheap, and they give the Apaño quite a lot.Although sometimes my printer has to be cleaned automatically .... I don't know if it will be the cause of ink.But it is good for that price."
539,El delantal es bastante bueno. Fabricado con buen tejido. Un buen surtido de compartimentos para diferentes objetos útiles. Lo único que no me gusta es el sistema de sujeción. Los tirantes se descuelgan continuamente.,3,es,The apron is quite good.Manufactured with good fabric.A good assortment of compartments for different useful objects.The only thing I don't like is the subject system.The straps are continuously off.
540,"El segundo dia dejó de funcionar. No tiene ningun boton para apagar o encender, hay que desenchufarlo para apagarlo. Es imposible vaciar del todo el depósito. Para mi gusto, tira muy poca cantidad de vapor. Lo he devuelto.",1,es,"The second day he stopped working.It has no button to turn off or turn on, you have to unplug it to turn it off.It is impossible to empty the entire deposit.To my liking, pull very little steam.I have returned it."
541,Es un patinete que por el precio que tiene esta genial. Tiene unos colores muy bonitos. Las ruedas al girar dan luz y al crio le encanta.,4,es,It is a scooter that for the price that is great.It has very beautiful colors.The wheels when spinning give light and crio loves.
542,Es pequeña pero tiene buena calidad de imagen y sonido,4,es,It is small but has good image and sound quality
543,"Todas en muy buen estado, perfectas para lo que las quería (tema decoración). Los colores son muy chulos. Entrega rápida.",5,es,"All in very good condition, perfect for what loved them (decoration issue).The colors are very cool.Quick delivery."
544,Los sistemas de seguridad no existían. El primer día se metió entre los radios y se rompió toda la zona derecha. Un desastre para viajar. La calidad era muy mala y las cremalleras no iban bien.,1,es,Security systems did not exist.The first day he got between the radios and broke the entire right area.A disaster to travel.The quality was very bad and the zippers were not going well.
545,"Devolví el producto porque no me servía al haber pedido uno que no era adecuado. 17 días después y Amazon aún no me ha reembolsado, a pesar de su política de que el reembolso se efectúa entre 5 y 7 días después de haberlo recibido ellos. No solo eso, no contestan a mis emails al servicio de atención al cliente.",1,es,"I returned the product because it did not serve me by having asked for one that was not adequate.17 days later and Amazon has not yet reimbursed, despite its policy that the reimbursement is carried out between 5 and 7 days after they received them.Not only that, they do not answer my emails at customer service."
546,Muy cómodo d usar.. evita roturas del conector y carga muy bien..probado en varios equipos funciona en todos.. tablets... móviles...,5,es,Very comfortable to use .. avoid connector breaks and load very well ... put on several equipment works on all .. tablets ... mobile ...
547,"SI NO FUESE POR LA CUESTIÓN DE LAS MEDIDAS PARA CALCULAR LAS TALLAS, QUE SON CONFUSAS, HUBIESE OTORGADO 5 ESTRELLAS AL PRODUCTO, YA QUE -POR LO DEMÁS- TODO ESTÁ MUY CORRECTO.",3,en,"If it were not due to the question of the measures to calculate the sizes, which are confusing, it would have granted 5 stars to the product, since - so much - everything is very correct."
548,"Buen producto, una pena que las pilas no sean individuales y se puedan sacar fácilmente",4,es,"Good product, a pity that the batteries are not individual and can be easily removed"
549,"Empresa de reparto CORREOS EXPRESS, lo peor que he visto en mucho tiempo, atención al cliente pésima, no sabían decirme donde estaba mi pedido, llegó TRES DIAS tarde, etc",3,es,"DISTRIBUTION COMPANY EXPRESS CORREES, THE WATER I HAVE SEEN IN A LOT, ATTENTION TO THE LENTO"
550,Es bonita pero me resulta algo endeble y los ganchos parecen haber sido usados,3,es,It is pretty but it is somewhat weak and the hooks seem to have been used
551,No me ha llegado todavía y llegaba del 2 al 5 de enero asiq muy disgustada porque era un regalo para Reyes,1,es,It hasn't reached me yet and it came from January 2 to 5 as well as disgusted because it was a gift for Reyes
552,"De momento estoy satisfecho con el producto se adapta a lo que yo me esperaba y necesitaba,un producto recomendable. Gracias",4,es,"At the moment I am satisfied with the product adapts to what I expected and needed, a recommended product.Thank you"
553,Muy bonito y cómodo. Pero la puerta se cae todo el tiempo. Compré dos y los dos tienen el mismo problema.,2,es,Very nice and comfortable.But the door falls all the time.I bought two and the two have the same problem.
554,"Sistema operativo obsoleto,no se puede actualizar.",1,es,"Obsolete operating system, it cannot be updated."
555,El tamaño y el peso es aceptable. Tampoco tiene mucho más que valorar un aparato que lo usas cuando estás malo,4,es,The size and weight is acceptable.Nor does it have much more to value a device that you use when you are bad
556,"No es nada útil, no se pega bien, al rsto se despega.",1,es,"It is nothing useful, it does not stick well, after a while it takes off."
557,Estaba deseando tenerlo y como siempre Amazon no me defraudó.,4,es,I was looking forward to it and as always Amazon did not disappoint me.
558,"Es una muy buena batería portátil, no se descarga con facilidad y aguanta una barbaridad. Mi teléfono es una Huawei P9 y me da para cargarlo 2 veces y media más o menos. El único inconveniente que le veo es que las instrucciones me vinieron en chino, y a día de hoy todavía desconozco cómo se apaga la batería o cuándo lo hace.",5,es,"It is a very good portable battery, it is not easily discharged and endures a barbarity.My phone is a Huawei P9 and gives me to load it 2 and a half times more or less.The only inconvenience I see is that the instructions came in Chinese, and today I still do not know how the battery goes out or when it does."
559,No puedo opinar porque el producto nunca llegó a destino. Si es cierto q el vendedor se puso en contacto conmigo y me devolvió el importe íntegro después de un mes de retraso en el envío pero cuando compras un artículo esperas recibirlo no una disculpa y la devolución,3,es,I can't comment because the product never reached destination.If it is true that the seller contacted me and returned the full amount after a month of delay in the shipment but when you buy an item you expect to receive it not an apology and the return
560,"el producto fue muy fácil y rápido de comprar . la entrega fue antes de lo estimado , pero la parte baja del libro entero parecía que se había mojado y estaba dañado.",3,es,"The product was very easy and fast to buy.The delivery was earlier than estimated, but the lower part of the entire book seemed that it had been wet and was damaged."
561,La verdad que mis dos gatos jugaron el primer día luego ya ni caso,2,es,The truth is that my two cats played the first day later and a case
562,El cable largo de 3m a los 2 meses me dejo de funcionar,2,es,The long cable of 3m at 2 months I stop working
563,Es un poco tocho pero por el precio que tiene cumple perfectamente lo esperado. Lo mejor su precio y parece buena calidad. Satisfecho,4,es,It is a bit tocho but for the price it has perfectly expected.The best its price and seems good quality.Satisfied
564,La tuve que devolver porque no apura lo suficiente,2,es,I had to return because I didn't rush enough
565,"Batería y pieza de gran calidad, gusta no solo por el producto en sí, sino también la presentacion. Viene sellado con un precinto de seguridad que garantiza su funcionalidad",5,es,"Battery and high quality piece, like not only for the product itself, but also the presentation.It is sealed with a security seal that guarantees its functionality"
566,"Se empezó a pelar muy pronto el recubrimiento de la almohadilla del auricular y no se han usado tanto como para que se pele tan pronto, y por lo que cuestan.",3,es,"The coating of the headset pad and have not been used so much that they fight so soon, and for what they cost."
567,El libreto mola pero sinceramente preferiría pagar mas y que fuese de cuero y no de plástico como este. Ya que la gracia es que sea una réplica como el original y no una imitación.,3,es,The libretto is cool but I would sincerely prefer to pay more and be leather and not plastic like this.Since the grace is that it is a replica like the original and not an imitation.
568,"Un bolso.fuerte y resistible me.encanto lo.único es que al doblarlo de la manera que los embalan estropean un poco las cremayeras , por que viene doblado a mitad ..Super comodo y en mi caso bien",4,es,"A bag. Fuerte and resistable me.Conanto Lo. Unique is that when folding it in the way they make them spoil the creamyeras a little, because it is folded in the middle .. Super comfortable and in my case well well"
569,cantos no muy bien acabados,3,es,Not very well finished songs
570,No tiene 50 paginas. Tiene 25 por los dos lados y lo toman como 50. La parte delantera es un hueco con un sobre para poner la foto no hace que se vea desde la primera hoja. Bien en calidad precio pero falsa descripción.,1,es,It has no 50 pages.It has 25 on both sides and they take it like 50. The front is a hole with an envelope to put the photo does not make it look from the first sheet.Well in quality price but false description.
571,Buena relación calidad precio. Viene muy bien protegido en una carpeta con almohadillas. Se queda un poco corto por los lados pero bien en general.,4,es,Good value for money.It is very well protected in a folder with pads.It falls a bit short on the sides but well in general.
572,Es mucho mejor de lo que esperaba. Lo recomiendo sin duda,5,es,It is much better than I expected.I recommend it without a doubt
573,"Lo compré pensando en unos accesorios para la cocina pero pensando que tenían otro tipo de montaje, así es que no me ha servido para eso. Para otros usos que le he dado me van muy bien, por el momento.",4,es,"I bought it thinking about accessories for the kitchen but thinking they had another type of assembly, so it has not served me for that.For other uses that I have given it, they are doing very well, for the moment."
574,"Queria un pulsioximetro portatil para mi trabajo del dia a dia y esta es una buena opcion. Es verdad que es algo lento a la hora de dar los datos, pero al compararlo con otros aparatos mas caros los datos son los mismos. Calidad precio lo recomendaria sin duda.",4,es,"I wanted a portable pulsioxymeter for my work from day to day and this is a good option.It is true that it is slow when it comes to giving the data, but when comparing it with other more expensive devices the data is the same.Quality price would undoubtedly recommend it."
575,Me salvaron el pellejo un día. Nada más.. Quedaron inservibles. En mi caso el hielo entró en el interior y se rompieron.,2,es,They saved my skin one day.Nothing more .. They were unusable.In my case the ice entered the interior and broke.
576,cumple su función pero el acolchado es muy flojo,2,es,fulfills its function but the padded is very lazy
577,Ha dejado de funcionar en solo dos meses de uso. Un trasto.,1,es,He has stopped working in just two months of use.A TRANK.
578,Demasiado pequeño para el e61,2,es,Too small for E61
579,"producto de horrible calidad, viene deformado por todos los lados, vergonzoso.....",1,es,"product of horrible quality, it is deformed by all sides, shameful ....."
580,"Las puse y a los dos minitos las tuve que sacar. En cuanto enciendes el coche tienen consumo y funcionan a su bola, pones el intermitente y van a lo loco. Probaré a instalar unas resistencias a ver si se soluciona el problema. En cuanto a la iluminación no hay queja, dan más luz que una bombilla normal pero si ser molesto para los demás.",2,es,"I put the two minits to get them out.As soon as you turn on the car they have consumption and work on their ball, you put the intermittent and go crazy.I will try to install some resistances to see if the problem is solved.As for lighting there is no complaint, they give more light than a normal bulb but be annoying for others."
581,"Lo he comprado para un regalo, y pensé comprarlo en un futuro; pero a mi pesar , cuando está al tope distorsiona. Buscaré para mi uno mejor que los he visto como el Anker",2,es,"I bought it for a gift, and I thought about buying it in the future;But to my regret, when it is at the top distortes.I will look for me better that I have seen them as anker"
582,"Es una pequeña navaja pero con una hoja amplia y robusta. El afilado correcto, no demasiado afilada, pero suficiente para usar a diario.",5,es,"It is a small razor but with a wide and robust leaf.The correct sharp, not too sharp, but enough to use daily."
583,El de exteriores no funciona bien,1,es,The outdoor does not work well
584,De los 4 bolígrafos solo funciona el azul :( por más que rayo y rayo no consigo hacer que escriban,2,es,Of the 4 pens only the blue works :( no matter how much and lightning I can not write
585,"no son buenas, son peor que una desechable, les falta bastante calidad",2,es,"They are not good, they are worse than an disposable, they lack enough quality"
586,Muy bueno para madera y hierro. Se aprecia bien la marca.,5,es,Very good for wood and iron.The brand is well appreciated.
587,De buena calidad y muy versátiles,5,es,Good quality and very versatile
588,"Pues despues de leer la etiqueta resulto ser que no es mas que salfuman disuelto al 15% con los vapores toxicos de este no creo que merezca la pena comprarlo, en el super es mucho mas barato y se puede mezclar en la proporcion que quieras",2,es,"Well, after reading the label it turned out that it is nothing more than salfuman dissolved to 15% with the toxic vapors of this I do not think it is worth buying it, in the super is much cheaper and can be mixed in the proportion you want"
589,Las pesas están bien pero no me mandaron ningún pdf,3,es,The weights are fine but they didn't send me any pdf
590,Fácil montaje pero difícil la conexión con dispositivos electrónicos para la música.,4,es,Easy assembly but difficult to connect with electronic devices for music.
591,Me ha gustado que viene muy buen preparado para colgar,5,es,I liked that it is very good prepared to hang
592,Mal mal no encajan en los mandos quedan todos flojos,1,es,Bad bad do not fit the controls are all lazy
593,Artículo de poca calidad se desmonta con mucha facilidad y con apenas darle uso no se lo recomiendo a nadie muy malo,2,es,"Little quality article is very easily disassembled and with barely giving use, I do not recommend it to anyone very bad"
594,No llega a eliminar todas las manchas.,4,es,It does not eliminate all the spots.
595,Perfecto aunke sea pequeño,5,es,Perfect even if it is small
596,"No duran mucho, se gastan bastante rapudo",1,es,"They do not last long, it is spent quite fast"
597,"Es fácil de usar, pero siempre da valores diferentes, ya que la tinta fluye en la tira y siempre da valores diferentes.Falta de instrucciones. Precio alto para la calidad del producto.",2,es,"It is easy to use, but always gives different values, since the ink flows in the strip and always gives different values.High price for product quality."
598,"Regalé el espejo a una amiga, quedó encantada con el espejo, el cargador , la luz, los aumentos y en menos de un mes me dice que se le despego la ventosa y terminó hecho añicos. (instalado en el espejo del cuarto de baño). Me he sentido fatal",1,es,"I gave the mirror to a friend, she was delighted with the mirror, the charger, the light, the increases and in less than a month she tells me to take off her windy and ended up shattered.(installed in the bathroom mirror).I have fatt fatal"
599,Me ha servido para una Raspberry Pi zero. He tenido que limar un poco porque no me entraba bien porque chocaba con la otra conexión micro USB.,5,es,It has served me for a Raspberry Pi Zero.I had to file a little because I didn't get well because I collided with the other USB micro connection.
600,El olor no es exactamente el de Nivea y pensaba que el frasco sería de 100ml y es de 30ml. Me ha parecido caro,2,es,The smell is not exactly that of Nivea and thought that the bottle would be 100ml and is 30ml.It seemed expensive
601,"El collar está genial, solo decir que el cierre es un poco grande y la chapa se sale con cierta facilidad. El resto cubre su función.",4,es,"The necklace is great, just saying that the closure is a bit large and the sheet gets out with some ease.The rest covers its function."
602,Se hace nudos igual. Un poco timo la verdad,2,es,You make knots the same.A little timo the truth
603,Fantástico. Molaría que fuera de luz cálida. El sensor es de largo alcance. Además dura mucho. Es un buen producto.,5,es,Fantastic.It would grind that it was warm light.The sensor is long range.It also lasts a lot.It is a good product.
604,"Buen producto , precio calidad correcto",4,es,"Good product, correct quality price"
605,"De momento muy satisfecho con su funcionamiento (2 meses de uso). Suficiente para mi jardín con 300 m2 de césped. Bastante potente y muy ligero, no cuesta trabajo empujarlo ni incluso levantarlo para desplazarlo de una zona a otra. El único inconveniente es el cable, pero vamos, igual que todos los eléctricos.",5,es,"De momento muy satisfecho con su funcionamiento (2 meses de uso).Enough for my garden with 300 m2 of grass.Pretty powerful and very light, it does not cost to push it or even lift it to move from one area to another.The only inconvenience is the cable, but come on, just like all electric."
606,Estan geniales... el olor es muy suave pero para lo que son estan estupendas.,5,es,They are great ... the smell is very soft but for what they are great.
607,"Todo perfecto, rápido y según especificaciones de la web",4,es,"All perfect, fast and according to web specifications"
608,es util para llevar la consola cable y varios juegos y bastante resistente ante golpes,4,es,It is useful to carry the cable console and several games and quite resistant to blows
609,Es mejor que el original ya que el cable es más resistente a que se cuartee en el tiempo. Por otra parte también es más largo que el original con lo que te permite hacer cosas con el teléfono mientras se está cargando.,5,es,"It is better than the original since the cable is more resistant to be cracked over time.On the other hand, it is also longer than the original with what allows you to do things with the phone while loading."
610,Fatal..después de esperar 1 mes no llegaron y les pedí que me devolvieran el dinero. Me dijeron que podían enviar otras pero que tardarían 20 días..hola? Fatal.,1,es,Fatal ... after waiting 1 month they did not arrive and asked them to return the money.They told me that they could send others but that it would take 20 days..hola?Fatal.
611,Para lo que los he comprado me han servido genial. Estoy haciendo unos aros de luz para grabar vídeos y subirlos a la red y alumbran muy bien la cara. Además genial poder cambiar el color de La Luz para dar otros ambientes.,5,es,For what I bought them they have served me great.I am making some light hoops to record videos and upload them to the network and light my face very well.Also great to change the color of the light to give other environments.
612,"Muy buen producto. Uso todos los artículos de la gama Lékué y son totalmente recomendables, pues son duraderos y limpios.",5,es,"Very good product.I use all articles in the Lékué range and are totally recommended, as they are durable and clean."
613,Lo que queríamos para el cumple. Una cola de sirena de collar venía rota.,4,es,What we wanted for the birthday.A collar siren tail was broken.
614,"Historia y mundo muy interesante y complejo. Es verdad que el autor te lanza en medio de un mundo y un conflicto que muchas veces no acabas de entender, pero en realidad mi única pega es que la narración muchas veces es confusa y tienes que releer algunos párrafos. De todos modos me ha gustado mucho y empezaré la segunda parte. La edición muy bien, ninguna pega.",4,es,"Very interesting and complex history and world.It is true that the author throws you in the midst of a world and a conflict that you do not just understand, but in reality my only paste is that the narrative is often confusing and you have to reread some paragraphs.Anyway I liked it a lot and I will start the second part.The edition very well, no paste."
615,"Debo decir que si no andas con cuidado puede escocer, pero FUNCIONA. Yo me he quitado dos verrugas con él.",5,es,"I must say that if you don't walk carefully, but it works.I have removed two warts with him."
616,Parece más robusto de lo que en realidad es. Lo compré para separación de ambientes pero es difícil que se mantenga de pie dado que tiene poca estabilidad.,3,es,It seems more robust than it really is.I bought it for separation of environments but it is difficult for him to stand since he has little stability.
617,Se bloquea frecuentemente la pantalla táctil y no se puede hacer nada excepto apagarlo manteniendo presionado el botón de encendido.,1,es,The touch screen is frequently blocked and nothing can be done except off by holding the ignition button.
618,No me llegó nunca.pir lo que no puedo publicar ninguna valoración. Me puse en contacto con el vendedor y me respondió que se había perdido por el camino,1,es,"I never came to me, so I can't publish any assessment.I contacted the seller and replied that it was lost along the way"
619,"La caja esta bien, es fuerte y los cajones van suaves aun con peso. el problema es que uo de os de arriba no se puede abrir",3,es,"The box is fine, it is strong and the drawers are soft even with weight.The problem is that uo from above cannot be opened"
620,"Tengo otros pulpos de la marca oxford que se estiran hasta un 100% de su longitud. Esperaba que estos fuesen similares, pero se estiran aproximadamente un 50% de su longitud inicial. Pueden ser útiles, pero para lo que yo busco (cargar paquetes de diferentes tamaños en la moto) no me sirven.",2,es,"I have other oxford brand octopus that stretch up to 100% of its length.I expected them to be similar, but approximately 50% of its initial length are stretched.They can be useful, but for what I am looking for (loading packages of different sizes on the motorcycle) they do not serve me."
621,"La camara funciona bien,si esta al lado del ruter..pero si la alejas 3 metros deja ya no funciona mediante de wiffi. Va devuelta. He mirado en Productos REACONDICIONADOS,y he visto camaras iguales",1,es,"The camera works well, if it is next to the router ... but if you move it away 3 meters leave no longer works by Wiffi.It is returned.I have looked at reconditioned products, and I have seen equal cameras"
